
*------------- perfstat v8.3 (20150514_2838689) -------------*
 
BACKUPLOG,           DEFAULT,             "false"
CLUSTER-IP,          SET,                 "10.25.130.55"
CLUSTER-NAME,        SET
DATA-DIR,            DEFAULT,             "perfstat_20160827_170000"
FILERLOGINUSER,      DEFAULT,             "root"
HOST-OS-VERSION,     SET,                 "Windows_NT"
HOST_APP_ARGS,       DEFAULT,             "none"
HOST_APP_NAME,       DEFAULT,             "none"
ITERATIONS,          SET,                 "48"
MESSAGE-LEVEL,       SET,                 "verbose"
MODE,                SET,                 "10-mode"
OUTPUT-FILE,         DEFAULT,             "perfstat_20160827_170000.zip"
PRESET-FILE,         SET,                 "\Users\Administrator\Downloads\perfstat.preset"
SKTRACE_POINTS,      DEFAULT,             "SK 7, WAFL 4"
SSHFLAG,             SET,                 "true"
SSHKNOWNHOSTS-FILEPATH,DEFAULT
STUTTER-STATIT,      DEFAULT,             "half"
TIME,                SET,                 "15"
COMMAND_LINE,        SET,                 "--verbose -t 15 -i 48,900 10.25.130.55 -m cluster -s --include=COMMAND=df -x -m --include=COMMAND=df -A -m --include=COMMAND=sysstat -x -d -c <time> -s 5 --sshprivatekey-file=perfstat_sshkey\perfstat_privkey --preset-file=\Users\Administrator\Downloads\perfstat.preset "
CONFIG-ALL,          DEFAULT,             "false"
HOST-IP,             SET,                 "10.25.139.91"
HOST-NAME,           SET,                 "WIN-MQSSBCTD35L"
INCLUDE,             SET,                 "COMMAND=df -x -m;COMMAND=df -A -m;COMMAND=sysstat -x -d -c <time> -s 5"
ITER-INTERVAL,       SET,                 "900"
NODES,               SET,                 "10.25.130.53, 10.25.130.54, "
SAMPLE-INTERVAL,     DEFAULT,             "60"
SAMPLES,             DEFAULT,             "14"
SSHPRIVATEKEY-PATH,  SET,                 "perfstat_sshkey\perfstat_privkey"
START-TIME,          DEFAULT,             "Sat Aug 27 21:00:00 GMT 2016"
TIME,                DEFAULT,             "2"

NODE-IP,             10.25.130.54
NODE-NAME,           NETAPP-02
ONTAP VERSION,       8.2.1
MODEL,               FAS8060
HEALTH,              TRUE
UPTIME,              342 DAYS 12:25
SYSTEM ID,           0536976275
SERIAL NUMBER,       721530000621
NUMBER OF PROCESSORS,16


=-=-=-=-=-= BEGIN Iteration 1  =-=-=-=-=-= Sat Aug 27 17:01:22 EDT 2016

=-=-=-=-=-= PERF 10.25.130.54 PRESTATS =-=-=-=-=-= date

PERFSTAT_EPOCH: 1472331676 [Sat Aug 27 21:01:16 GMT 2016]



Sat Aug 27 17:01:23 EDT 2016


--- EXE-TIME of : date : 0 seconds
=-=-=-=-=-= BEGIN PRESTATS  =-=-=-=-=-= 10.25.130.54

=-=-=-=-=-= CONFIG 10.25.130.54 PRESTATS =-=-=-=-=-= df -x -m

PERFSTAT_EPOCH: 1472331677 [Sat Aug 27 21:01:17 GMT 2016]



Filesystem               total       used      avail capacity  Mounted on
/vol/vol0/            316160MB    22811MB   293348MB       7%  /vol/vol0/
/vol/vs1_cumulus_clus3/  9159884MB  5876338MB  3283546MB      64%  /vol/vs1_cumulus_clus3/
/vol/vs1_Infrastructure_root_ls2/       19MB        0MB       18MB       1%  /vol/vs1_Infrastructure_root_ls2/
/vol/vs1_xenoscope/  1842872MB   977267MB   865604MB      53%  /vol/vs1_xenoscope/
/vol/vs1_ftlvmw1/     996147MB   729922MB   266224MB      73%  /vol/vs1_ftlvmw1/
/vol/vs1_cumulus_clus5/  6606028MB  4834088MB  1771940MB      73%  /vol/vs1_cumulus_clus5/
/vol/vs1_cumulus_clus1/  6606028MB  5409135MB  1196893MB      82%  /vol/vs1_cumulus_clus1/
/vol/vs1_fusion_vol/   716800MB   439313MB   277486MB      61%  /vol/vs1_fusion_vol/
/vol/vs1_websrvc/    1459200MB      526MB  1458673MB       0%  /vol/vs1_websrvc/
/vol/vs1_labvdi2/    1045954MB   888435MB   157518MB      85%  /vol/vs1_labvdi2/
/vol/vs1_labpool7/    486400MB    23447MB   462952MB       5%  /vol/vs1_labpool7/
/vol/vs1_reflab3/     996147MB   665153MB   330994MB      67%  /vol/vs1_reflab3/


--- EXE-TIME of : df -x -m : 0 seconds

=-=-=-=-=-= CONFIG 10.25.130.54 PRESTATS =-=-=-=-=-= df -A -m

PERFSTAT_EPOCH: 1472331677 [Sat Aug 27 21:01:17 GMT 2016]



Aggregate                total       used      avail capacity  
n2_aggr0              376181MB   334807MB    41373MB      89%  
n2_aggr0/.snapshot         0MB        0MB        0MB       0%  
n2_aggr1            29718342MB 22546578MB  7171763MB      76%  
n2_aggr1/.snapshot         0MB        0MB        0MB       0%  


--- EXE-TIME of : df -A -m : 1 seconds

=-=-=-=-=-= END PRESTATS  =-=-=-=-=-= 10.25.130.54

=-=-=-=-=-= PERF 10.25.130.54 POSTSTATS =-=-=-=-=-= sysstat_x_1sec
PERFSTAT_EPOCH: 1472331696 [Sat Aug 27 21:01:36 GMT 2016]
node run -node local -command "priv set -q diag;sysstat -x -d -c 880 -s 5"
 CPU    NFS   CIFS   HTTP   Total     Net   kB/s     HDD   kB/s     SSD   kB/s    Tape   kB/s  Cache  Cache    CP  CP   HDD   SSD   OTHER    FCP  iSCSI     FCP   kB/s   iSCSI   kB/s
 20%   2905      0      0    2989   43821  36976  108930 113417       0      0       0      0    30     99%   83%  Z    21%    0%      84      0      0       0      0       0      0
 12%   3525      0      0    3577   57474  51021    5976     11       0      0       0      0    30    100%    0%  -    10%    0%      52      0      0       0      0       0      0
 17%   3605      0      0    3659   56074  49748   47847    687       0      0       0      0    30    100%    9%  Tn   21%    0%      54      0      0       0      0       0      0
  8%   1567      0      0    1569   14183   8840  112965 118380       0      0       0      0    30     99%  100%  :f   22%    0%       2      0      0       0      0       0      0
  7%   1716      0      0    1749   10074  18002   33436  59359       0      0       0      0    30     99%   67%  :    15%    0%      33      0      0       0      0       0      0
 10%   1822      0      0    1936   19056   5007    6749      6       0      0       0      0    30     99%    0%  -    12%    0%     114      0      0       0      0       0      0
 11%   1304      0      0    1306   10957   6746   75150  33085       0      0       0      0    30     98%   34%  Zf   21%    0%       2      0      0       0      0       0      0
  8%   1315      0      0    1346   10882   9610   37451  65050       0      0       0      0    30     99%   69%  Z    16%    0%      31      0      0       0      0       0      0
 10%   1318      0      0    1485   12453   5579   23629  14710       0      0       0      0    30    100%   29%  Z    16%    0%     167      0      0       0      0       0      0
  9%   1352      0      0    1355   10470   5954   42971  21594       0      0       0      0    30     99%   35%  Zf   15%    0%       3      0      0       0      0       0      0
 11%   1965      0      0    1997   11443   4878   50203  56221       0      0       0      0    30    100%   82%  Zs   19%    0%      32      0      0       0      0       0      0
 17%   4811      0      0    4977   12790   5245   16097   6442       0      0       0      0    30    100%   11%  Z    32%    0%     166      0      0       0      0       0      0
 13%   1781      0      0    1805   20634   6299   77246  62566       0      0       0      0    30    100%   78%  Z    28%    0%      24      0      0       0      0       0      0
 12%   3885      0      0    3935   23851   7847    7334     11       0      0       0      0     3    100%    0%  -    27%    0%      50      0      0       0      0       0      0
 14%   5590      0      0    5758   18796   8753   70118  35411       0      0       0      0     3    100%   53%  Zf   22%    0%     168      0      0       0      0       0      0
 11%   7278      0      0    7280   15638   7205    5479  23569       0      0       0      0     3     99%   32%  :    16%    0%       2      0      0       0      0       0      0
  9%   2392      0      0    2425   21079  10673   75546  36469       0      0       0      0     3     99%   54%  Zf   14%    0%      33      0      0       0      0       0      0
 14%   8732      0      0    8847   18750  16176    8861  31396       0      0       0      0     3     99%   47%  :    30%    0%     115      0      0       0      0       0      0
 13%   3389      0      0    3391   18884   8360   97851  79100       0      0       0      0    50s    99%   85%  Zf   30%    0%       2      0      0       0      0       0      0
 30%   4684      0      0    4716   30403   9555   45394  36790       0      0       0      0     1    100%   44%  Z    41%    0%      32      0      0       0      0       0      0
 CPU    NFS   CIFS   HTTP   Total     Net   kB/s     HDD   kB/s     SSD   kB/s    Tape   kB/s  Cache  Cache    CP  CP   HDD   SSD   OTHER    FCP  iSCSI     FCP   kB/s   iSCSI   kB/s
                                       in    out    read  write    read  write    read  write    age    hit  time  ty  util  util                            in    out      in    out
 12%   5464      0      0    5503   19468   9179    7135      6       0      0       0      0     1     99%    0%  -    24%    0%      39      0      0       0      0       0      0
 16%   5102      0      0    5104   20015   9309   54750   5894       0      0       0      0    51s    99%   14%  Ts   37%    0%       2      0      0       0      0       0      0
 10%   5087      0      0    5122   19776   8468   43726  73447       0      0       0      0    51s    99%   93%  :    23%    0%      35      0      0       0      0       0      0
  8%   3338      0      0    3340   24314   7228    6692      6       0      0       0      0    31s    99%    0%  -    20%    0%       2      0      0       0      0       0      0
 13%   4389      0      0    4410   20553   8639   47070    426       0      0       0      0    33s    99%    7%  Ts   23%    0%      21      0      0       0      0       0      0
 11%   4770      0      0    4822   22034  14507   68263  98627       0      0       0      0    33s    97%   92%  :    24%    0%      52      0      0       0      0       0      0
  8%   2443      0      0    2445   19407  23322    5725      6       0      0       0      0    37s    98%    0%  -    13%    0%       2      0      0       0      0       0      0
 11%   2049      0      0    2051   25565  18725   43251     13       0      0       0      0    35s   100%    8%  Ts   23%    0%       2      0      0       0      0       0      0
  7%   1428      0      0    1460   18974   5450   70618  92313       0      0       0      0    35s    99%   85%  :    20%    0%      32      0      0       0      0       0      0
  8%   1466      0      0    1580   16044   5066    4538      6       0      0       0      0    35s    99%    0%  -    15%    0%     114      0      0       0      0       0      0
 15%   2433      0      0    2435   18726   9494   65285  22578       0      0       0      0    30s    99%   15%  Tf   27%    0%       2      0      0       0      0       0      0
  8%   2064      0      0    2095   18562  11972   41362  60467       0      0       0      0    30s    96%   75%  :    17%    0%      31      0      0       0      0       0      0
  8%   1569      0      0    1789   13665  11718    5411      6       0      0       0      0    30s    98%    0%  -    11%    0%     220      0      0       0      0       0      0
 12%   1607      0      0    1624   12023  14172   84124  34705       0      0       0      0    28s    99%   25%  Tf   27%    0%      17      0      0       0      0       0      0
  8%   2173      0      0    2207   20088  26215   13844  36026       0      0       0      0    28s    98%   47%  :    19%    0%      34      0      0       0      0       0      0
 10%   3290      0      0    3292   19971  10015    9592      6       0      0       0      0    13s    99%    0%  -    15%    0%       2      0      0       0      0       0      0
 18%   4944      0      0    4983   16421   9560  109012  58920       0      0       0      0     9s    99%   52%  Tf   30%    0%      39      0      0       0      0       0      0
 14%   2880      0      0    2930   24483  14344   18045  29613       0      0       0      0     7s    99%   39%  :    26%    0%      50      0      0       0      0       0      0
 12%   3899      0      0    3903   21681  11026   11628      6       0      0       0      0     5s    99%    0%  -    30%    0%       4      0      0       0      0       0      0
 16%   3785      0      0    3788   17188   9420  104232  55989       0      0       0      0    36     99%   61%  Tf   21%    0%       3      0      0       0      0       0      0
 CPU    NFS   CIFS   HTTP   Total     Net   kB/s     HDD   kB/s     SSD   kB/s    Tape   kB/s  Cache  Cache    CP  CP   HDD   SSD   OTHER    FCP  iSCSI     FCP   kB/s   iSCSI   kB/s
                                       in    out    read  write    read  write    read  write    age    hit  time  ty  util  util                            in    out      in    out
 19%   8191      0      0    8240   22381  12612   31750  58799       0      0       0      0     0s    99%   60%  :    29%    0%      49      0      0       0      0       0      0
 14%   5153      0      0    5267   29453  12329   11716      6       0      0       0      0    36     98%    0%  -    24%    0%     114      0      0       0      0       0      0
 19%   6250      0      0    6253   27501  14687   90334  34671       0      0       0      0    36     99%   39%  Tf   37%    0%       3      0      0       0      0       0      0
 22%   4125      0      0    4338   30583  16876  103689 101586       0      0       0      0    36    100%  100%  :f   34%    0%     213      0      0       0      0       0      0
 11%   4447      0      0    4482   10059   4816    6175  23731       0      0       0      0    36     99%   22%  :    20%    0%      35      0      0       0      0       0      0
  9%   3519      0      0    3880   10786   6531    3406     11       0      0       0      0     7s    99%    0%  -    20%    0%     361      0      0       0      0       0      0
 14%   5522      0      0    5556   12929   7539  125906  83709       0      0       0      0     7s    99%   78%  Tf   19%    0%      34      0      0       0      0       0      0
 14%   3341      0      0    3361   12018   6016   49872  74618       0      0       0      0     7s    99%   86%  :    22%    0%      20      0      0       0      0       0      0
 15%   4810      0      0    4849   26105  15378   16605     11       0      0       0      0     2s    99%    0%  -    45%    0%      39      0      0       0      0       0      0
 18%   3799      0      0    3849   12858  13812   58569   4895       0      0       0      0     0s    99%   14%  Tf   58%    0%      50      0      0       0      0       0      0
 19%   2878      0      0    2932    9062   5422   73401  90992       0      0       0      0     0s   100%   92%  :    36%    0%      54      0      0       0      0       0      0
 11%   4478      0      0    4480   12399   6900    6758     11       0      0       0      0     0s    99%    0%  -    22%    0%       2      0      0       0      0       0      0
 11%   2484      0      0    2534   11639   5658   52928  11520       0      0       0      0     0s    99%   18%  Zf   11%    0%      50      0      0       0      0       0      0
 12%   4126      0      0    4239   25759  32257   96851  80515       0      0       0      0     0s    95%  100%  :f   24%    0%     113      0      0       0      0       0      0
 11%   2662      0      0    2666   40693   5800    9605  18696       0      0       0      0     0s    98%   23%  :    20%    0%       4      0      0       0      0       0      0
 14%   1905      0      0    1953   29632   5152  119868  86344       0      0       0      0     0s    98%   94%  Zf   36%    0%      48      0      0       0      0       0      0
 10%   1266      0      0    1288   10337   4801   64440  44720       0      0       0      0     0s    99%   43%  Zf   22%    0%      22      0      0       0      0       0      0
 12%   1477      0      0    1479   23702   4548   90559 110737       0      0       0      0     0s    99%   97%  Zf   30%    0%       2      0      0       0      0       0      0
 44%   2951      0      0    2986   65201  21987   32343     39       0      0       0      0    34    100%    4%  :    90%    0%      35      0      0       0      0       0      0
 47%   3593      0      0    3610   97528   5365   25654      6       0      0       0      0    34    100%    0%  -    90%    0%      17      0      0       0      0       0      0
 CPU    NFS   CIFS   HTTP   Total     Net   kB/s     HDD   kB/s     SSD   kB/s    Tape   kB/s  Cache  Cache    CP  CP   HDD   SSD   OTHER    FCP  iSCSI     FCP   kB/s   iSCSI   kB/s
                                       in    out    read  write    read  write    read  write    age    hit  time  ty  util  util                            in    out      in    out
 39%   3288      0      0    3330   32320   6595  168396 111500       0      0       0      0    34    100%   96%  Tf   91%    0%      42      0      0       0      0       0      0
 58%   3180      0      0    3232   14253   5413  109856  90388       0      0       0      0    34    100%  100%  :f   82%    0%      52      0      0       0      0       0      0
 44%   2917      0      0    2933   13635   6918   25078  27265       0      0       0      0    11s   100%   28%  :    79%    0%      16      0      0       0      0       0      0
 19%   1400      0      0    1438   17253   4253   72545  32372       0      0       0      0    10s   100%   12%  Zf   34%    0%      38      0      0       0      0       0      0
 26%   3984      0      0    4015   13212   8599   77202  87862       0      0       0      0    10s   100%   54%  Z    39%    0%      31      0      0       0      0       0      0
 37%   2048      0      0    2090   10118   4391   19697      6       0      0       0      0    19s   100%    0%  -    60%    0%      42      0      0       0      0       0      0
 34%   1236      0      0    1309   10375   3251   58914  29875       0      0       0      0    20s   100%   45%  Tf   58%    0%      73      0      0       0      0       0      0
 36%   1512      0      0    1543   14784   5651   44310  27753       0      0       0      0    22s   100%   44%  Z    59%    0%      31      0      0       0      0       0      0
 27%   6124      0      0    6127   20807  21391   25888      6       0      0       0      0    18s    99%    0%  -    36%    0%       3      0      0       0      0       0      0
  9%   5290      0      0    5292   29845  33104   51450   4365       0      0       0      0    14s    96%   13%  Tf   13%    0%       2      0      0       0      0       0      0
 13%   9717      0      0    9750   70491  12088   39300  69039       0      0       0      0    14s    92%   76%  :    15%    0%      33      0      0       0      0       0      0
  5%   3298      0      0    3300   24917  16748    2459      6       0      0       0      0    15s    95%    0%  -     7%    0%       2      0      0       0      0       0      0
 18%  11328      0      0   11370   72423  69593   87903  37876       0      0       0      0    35     98%   24%  Tf   21%    0%      42      0      0       0      0       0      0
 15%   8557      0      0    8605   78345  59154  112032  93685       0      0       0      0    35     98%  100%  :f   27%    0%      48      0      0       0      0       0      0
 13%   9063      0      0    9069   64545  56336   42173  64126       0      0       0      0    35     98%   67%  :    21%    0%       6      0      0       0      0       0      0
  7%   4717      0      0    4758   41800  30523    8334     11       0      0       0      0    34     98%    0%  -    11%    0%      41      0      0       0      0       0      0
 20%   8232      0      0    8263   92370  82562  139192  76594       0      0       0      0    33     97%   32%  Tf   35%    0%      31      0      0       0      0       0      0
 20%  10864      0      0   10867  131967 106826  131542 107063       0      0       0      0    33     98%  100%  :f   43%    0%       3      0      0       0      0       0      0
 22%  10332      0      0   10445  168552 129322  113972 126464       0      0       0      0    32     98%   91%  :    36%    0%     113      0      0       0      0       0      0
 26%   8842      0      0    8874  139307  68798  247107 194496       0      0       0      0    32     98%   88%  Ff   45%    0%      32      0      0       0      0       0      0
 CPU    NFS   CIFS   HTTP   Total     Net   kB/s     HDD   kB/s     SSD   kB/s    Tape   kB/s  Cache  Cache    CP  CP   HDD   SSD   OTHER    FCP  iSCSI     FCP   kB/s   iSCSI   kB/s
                                       in    out    read  write    read  write    read  write    age    hit  time  ty  util  util                            in    out      in    out
 16%   3676      0      0    3678   53695  28268  237069 205344       0      0       0      0    32     96%  100%  :f   48%    0%       2      0      0       0      0       0      0
