
*------------- perfstat v8.3 (20150514_2838689) -------------*
 
BACKUPLOG,           DEFAULT,             "false"
CLUSTER-IP,          SET,                 "10.25.130.55"
CLUSTER-NAME,        SET
DATA-DIR,            DEFAULT,             "perfstat_20160829_170000"
FILERLOGINUSER,      DEFAULT,             "root"
HOST-OS-VERSION,     SET,                 "Windows_NT"
HOST_APP_ARGS,       DEFAULT,             "none"
HOST_APP_NAME,       DEFAULT,             "none"
ITERATIONS,          SET,                 "48"
MESSAGE-LEVEL,       SET,                 "verbose"
MODE,                SET,                 "10-mode"
OUTPUT-FILE,         DEFAULT,             "perfstat_20160829_170000.zip"
PRESET-FILE,         SET,                 "\Users\Administrator\Downloads\perfstat.preset"
SKTRACE_POINTS,      DEFAULT,             "SK 7, WAFL 4"
SSHFLAG,             SET,                 "true"
SSHKNOWNHOSTS-FILEPATH,DEFAULT
STUTTER-STATIT,      DEFAULT,             "half"
TIME,                SET,                 "15"
COMMAND_LINE,        SET,                 "--verbose -t 15 -i 48,900 10.25.130.55 -m cluster -s --include=COMMAND=df -x -m --include=COMMAND=df -A -m --include=COMMAND=sysstat -x -d -c <time> -s 5 --sshprivatekey-file=perfstat_sshkey\perfstat_privkey --preset-file=\Users\Administrator\Downloads\perfstat.preset "
CONFIG-ALL,          DEFAULT,             "false"
HOST-IP,             SET,                 "10.25.139.91"
HOST-NAME,           SET,                 "WIN-MQSSBCTD35L"
INCLUDE,             SET,                 "COMMAND=df -x -m;COMMAND=df -A -m;COMMAND=sysstat -x -d -c <time> -s 5"
ITER-INTERVAL,       SET,                 "900"
NODES,               SET,                 "10.25.130.53, 10.25.130.54, "
SAMPLE-INTERVAL,     DEFAULT,             "60"
SAMPLES,             DEFAULT,             "14"
SSHPRIVATEKEY-PATH,  SET,                 "perfstat_sshkey\perfstat_privkey"
START-TIME,          DEFAULT,             "Mon Aug 29 21:00:00 GMT 2016"
TIME,                DEFAULT,             "2"

NODE-IP,             10.25.130.54
NODE-NAME,           NETAPP-02
ONTAP VERSION,       8.2.1
MODEL,               FAS8060
HEALTH,              TRUE
UPTIME,              344 DAYS 12:25
SYSTEM ID,           0536976275
SERIAL NUMBER,       721530000621
NUMBER OF PROCESSORS,16


=-=-=-=-=-= BEGIN Iteration 1  =-=-=-=-=-= Mon Aug 29 17:01:30 EDT 2016

=-=-=-=-=-= PERF 10.25.130.54 PRESTATS =-=-=-=-=-= date

PERFSTAT_EPOCH: 1472504478 [Mon Aug 29 21:01:18 GMT 2016]



Mon Aug 29 17:01:31 EDT 2016


--- EXE-TIME of : date : 1 seconds
=-=-=-=-=-= BEGIN PRESTATS  =-=-=-=-=-= 10.25.130.54

=-=-=-=-=-= CONFIG 10.25.130.54 PRESTATS =-=-=-=-=-= df -x -m

PERFSTAT_EPOCH: 1472504479 [Mon Aug 29 21:01:19 GMT 2016]



Filesystem               total       used      avail capacity  Mounted on
/vol/vol0/            316160MB    22588MB   293571MB       7%  /vol/vol0/
/vol/vs1_cumulus_clus3/  9159884MB  5424947MB  3734937MB      59%  /vol/vs1_cumulus_clus3/
/vol/vs1_Infrastructure_root_ls2/       19MB        0MB       18MB       1%  /vol/vs1_Infrastructure_root_ls2/
/vol/vs1_xenoscope/  1842872MB   837642MB  1005229MB      45%  /vol/vs1_xenoscope/
/vol/vs1_ftlvmw1/     996147MB   705722MB   290425MB      71%  /vol/vs1_ftlvmw1/
/vol/vs1_cumulus_clus5/  6606028MB  4814500MB  1791528MB      73%  /vol/vs1_cumulus_clus5/
/vol/vs1_cumulus_clus1/  6606028MB  5123903MB  1482125MB      78%  /vol/vs1_cumulus_clus1/
/vol/vs1_fusion_vol/   716800MB   439313MB   277486MB      61%  /vol/vs1_fusion_vol/
/vol/vs1_websrvc/    1459200MB      526MB  1458673MB       0%  /vol/vs1_websrvc/
/vol/vs1_labvdi2/    1045954MB   889870MB   156084MB      85%  /vol/vs1_labvdi2/
/vol/vs1_labpool7/    486400MB    23447MB   462952MB       5%  /vol/vs1_labpool7/
/vol/vs1_reflab3/     996147MB   665153MB   330994MB      67%  /vol/vs1_reflab3/


--- EXE-TIME of : df -x -m : 1 seconds

=-=-=-=-=-= CONFIG 10.25.130.54 PRESTATS =-=-=-=-=-= df -A -m

PERFSTAT_EPOCH: 1472504480 [Mon Aug 29 21:01:20 GMT 2016]



Aggregate                total       used      avail capacity  
n2_aggr0              376181MB   334807MB    41373MB      89%  
n2_aggr0/.snapshot         0MB        0MB        0MB       0%  
n2_aggr1            29718342MB 20890542MB  8827800MB      70%  
n2_aggr1/.snapshot         0MB        0MB        0MB       0%  


--- EXE-TIME of : df -A -m : 0 seconds

=-=-=-=-=-= END PRESTATS  =-=-=-=-=-= 10.25.130.54

=-=-=-=-=-= PERF 10.25.130.54 POSTSTATS =-=-=-=-=-= sysstat_x_1sec
PERFSTAT_EPOCH: 1472504499 [Mon Aug 29 21:01:39 GMT 2016]
node run -node local -command "priv set -q diag;sysstat -x -d -c 880 -s 5"
 CPU    NFS   CIFS   HTTP   Total     Net   kB/s     HDD   kB/s     SSD   kB/s    Tape   kB/s  Cache  Cache    CP  CP   HDD   SSD   OTHER    FCP  iSCSI     FCP   kB/s   iSCSI   kB/s
 10%   2167      0      0    2175   30056  11796    8295     11       0      0       0      0    25s    99%    0%  -    11%    0%       8      0      0       0      0       0      0
 10%   2092      0      0    2123   21488  11331   41939    384       0      0       0      0    18s    99%    8%  Ts   13%    0%      31      0      0       0      0       0      0
  9%   2091      0      0    2101   22866  14097   71571  95102       0      0       0      0    13s    97%  100%  :f   23%    0%      10      0      0       0      0       0      0
 10%   2234      0      0    2237   24278  21878   44225   7153       0      0       0      0    10s    99%   21%  Zf   12%    0%       3      0      0       0      0       0      0
 25%   4922      0      0    5005   33268  35623   86275 101990       0      0       0      0     2s    99%   78%  Z    34%    0%      83      0      0       0      0       0      0
 17%   5444      0      0    5456   67519  15808   12628      6       0      0       0      0    19     99%    0%  -    14%    0%      12      0      0       0      0       0      0
 13%   1966      0      0    2011   23372  10252   50217   3297       0      0       0      0    19     99%   12%  Tn   18%    0%      45      0      0       0      0       0      0
 12%   5111      0      0    5143   28614   9815  110885 108344       0      0       0      0    19     98%  100%  :f   30%    0%      32      0      0       0      0       0      0
 10%   3046      0      0    3049   29313   7904   13254  33383       0      0       0      0    19     99%   34%  :    16%    0%       3      0      0       0      0       0      0
 13%   5173      0      0    5175   21844  10287   10887     11       0      0       0      0    19     99%    0%  -    13%    0%       2      0      0       0      0       0      0
 24%   6202      0      0    6273   81835  13422  119894  67630       0      0       0      0    19     97%   66%  Tf   33%    0%      71      0      0       0      0       0      0
 12%   6393      0      0    6521   34769   8098   55677  87938       0      0       0      0    19     97%   88%  :    21%    0%     128      0      0       0      0       0      0
 15%   6190      0      0    6194   18409  10541   11234     11       0      0       0      0    19     99%    0%  -    14%    0%       4      0      0       0      0       0      0
 17%   4010      0      0    4070   15399  16970   61484   6237       0      0       0      0    19     99%   12%  Tn   26%    0%      60      0      0       0      0       0      0
 17%   1835      0      0    1839   16435   7412  118268 104288       0      0       0      0    19     99%  100%  :f   43%    0%       4      0      0       0      0       0      0
 11%   6560      0      0    6562   19452  11732   53896  87967       0      0       0      0    19     97%   86%  :    22%    0%       2      0      0       0      0       0      0
 14%   5309      0      0    5340   16378   9824   10447     11       0      0       0      0    11s    99%    0%  -    14%    0%      31      0      0       0      0       0      0
 17%   5100      0      0    5266   22536  11717   45925   9013       0      0       0      0    19     99%   14%  Tn   15%    0%     166      0      0       0      0       0      0
 22%   4857      0      0    4917   35813   8018  106918 109173       0      0       0      0     3s    99%  100%  :f   42%    0%      60      0      0       0      0       0      0
 CPU    NFS   CIFS   HTTP   Total     Net   kB/s     HDD   kB/s     SSD   kB/s    Tape   kB/s  Cache  Cache    CP  CP   HDD   SSD   OTHER    FCP  iSCSI     FCP   kB/s   iSCSI   kB/s
                                       in    out    read  write    read  write    read  write    age    hit  time  ty  util  util                            in    out      in    out
 19%   6816      0      0    6848   77796  10156   69391  39077       0      0       0      0     0s    99%   51%  Zn   25%    0%      32      0      0       0      0       0      0
 16%   2158      0      0    2181   10088   9978  156879 150894       0      0       0      0     0s    99%  100%  :f   41%    0%      23      0      0       0      0       0      0
 25%   4658      0      0    4661   15362   7794   81624 115366       0      0       0      0     0s    99%   73%  Z    23%    0%       3      0      0       0      0       0      0
 59%   1649      0      0    1704   13644   7211    6955     11       0      0       0      0    11s   100%    0%  -    13%    0%      55      0      0       0      0       0      0
 46%   1688      0      0    1983   16295   7982   64101  54317       0      0       0      0     2s   100%   47%  Zf   17%    0%     295      0      0       0      0       0      0
 35%   1856      0      0    1859   25775   6773   43894  41092       0      0       0      0     2s   100%   41%  Z    17%    0%       3      0      0       0      0       0      0
 46%   1304      0      0    1372    9898   4938    8746     11       0      0       0      0    20    100%    0%  -    24%    0%      68      0      0       0      0       0      0
 37%   2091      0      0    2097   33200   9589  140037  79639       0      0       0      0    20    100%   59%  Tf   41%    0%       6      0      0       0      0       0      0
 10%   2360      0      0    2363   14427  13825   47092  71284       0      0       0      0     5s    97%   82%  :    24%    0%       3      0      0       0      0       0      0
 14%   2098      0      0    2129   13405  11747   90151  43154       0      0       0      0     1s    99%   34%  Zf   20%    0%      31      0      0       0      0       0      0
 39%   1471      0      0    1473   11968   6223   30486  63199       0      0       0      0     1s   100%   46%  Z    18%    0%       2      0      0       0      0       0      0
 70%   1403      0      0    1463   13913  10728    5777     11       0      0       0      0     0s   100%    0%  -    12%    0%      60      0      0       0      0       0      0
 32%   1903      0      0    2288   29390   8307   39424  36459       0      0       0      0    20     99%   49%  T    15%    0%     385      0      0       0      0       0      0
  8%   1639      0      0    1661   12708   9093    5800      6       0      0       0      0    20     95%    0%  -     8%    0%      22      0      0       0      0       0      0
 11%   3475      0      0    3477   49703   7906   40545     30       0      0       0      0    20     96%    5%  Tn   11%    0%       2      0      0       0      0       0      0
 10%   4961      0      0    5014   26869  11044   81369  85524       0      0       0      0    20     94%  100%  :f   22%    0%      53      0      0       0      0       0      0
 12%   1875      0      0    2007   18632  12330    8211  26041       0      0       0      0    20     96%   25%  :     9%    0%     132      0      0       0      0       0      0
 10%   4338      0      0    4345   16418  11885    5474     11       0      0       0      0    20     96%    0%  -     9%    0%       7      0      0       0      0       0      0
 10%   3102      0      0    3133   21938  12788   92568  62032       0      0       0      0     1s    94%   75%  Tf   20%    0%      31      0      0       0      0       0      0
 10%   2271      0      0    2296   25262  22399   19619  23412       0      0       0      0    20     96%   27%  :    18%    0%      25      0      0       0      0       0      0
 CPU    NFS   CIFS   HTTP   Total     Net   kB/s     HDD   kB/s     SSD   kB/s    Tape   kB/s  Cache  Cache    CP  CP   HDD   SSD   OTHER    FCP  iSCSI     FCP   kB/s   iSCSI   kB/s
                                       in    out    read  write    read  write    read  write    age    hit  time  ty  util  util                            in    out      in    out
 16%   2470      0      0    2473   48922  21804  131262  79026       0      0       0      0    20     96%   65%  Zn   26%    0%       3      0      0       0      0       0      0
  7%   1771      0      0    1817   10476  25939   39349  50464       0      0       0      0    20     96%   46%  :    22%    0%      46      0      0       0      0       0      0
  7%   4642      0      0    4685   10026  29406   21346      6       0      0       0      0    20     96%    0%  -    14%    0%      43      0      0       0      0       0      0
 11%   6213      0      0    6254   15321  26379   59869  38897       0      0       0      0     5s    96%   49%  T    22%    0%      41      0      0       0      0       0      0
 10%   3697      0      0    3729   18552  27399   21201     11       0      0       0      0    21     96%    0%  -    15%    0%      32      0      0       0      0       0      0
 11%   6203      0      0    6206   40699  25404   58030     68       0      0       0      0    21     96%    3%  Tn   20%    0%       3      0      0       0      0       0      0
  9%   3354      0      0    3356   30907  29025   72710  91078       0      0       0      0    21     93%   96%  :    27%    0%       2      0      0       0      0       0      0
  8%   5241      0      0    5274   18741  48369   36430     11       0      0       0      0    21     97%    0%  -    18%    0%      33      0      0       0      0       0      0
  8%   2100      0      0    2213   30747  29952   58223     10       0      0       0      0    21     96%    4%  Ts   15%    0%     113      0      0       0      0       0      0
 12%   3886      0      0    3888   88430  34276   68866  97950       0      0       0      0    21     82%   82%  :    27%    0%       2      0      0       0      0       0      0
 15%   7008      0      0    7041   35051  18451  136721  84254       0      0       0      0    21     94%   54%  Zf   26%    0%      33      0      0       0      0       0      0
  8%   5264      0      0    5288   22068  16405   27026  56450       0      0       0      0    21     95%   38%  :    15%    0%      24      0      0       0      0       0      0
 11%   7733      0      0    7735   64986  30486   18938     11       0      0       0      0     3s    94%    0%  -    18%    0%       2      0      0       0      0       0      0
 17%   6490      0      0    6572   58936  50499  143417  87899       0      0       0      0    21     98%   61%  Tf   32%    0%      82      0      0       0      0       0      0
 10%   4775      0      0    4814   33179  30272   45340  64834       0      0       0      0    21     95%   65%  :    28%    0%      39      0      0       0      0       0      0
  8%   4374      0      0    4417   40173  28498   18511     11       0      0       0      0     1s    94%    0%  -    15%    0%      43      0      0       0      0       0      0
 13%   5273      0      0    5306   36534  24601  100709  45092       0      0       0      0    21     97%   34%  Tf   27%    0%      33      0      0       0      0       0      0
 13%   3984      0      0    3988   49095  44834   98341 106289       0      0       0      0    21     95%  100%  :f   38%    0%       4      0      0       0      0       0      0
  7%   3012      0      0    3020   48740  27547   17499   8672       0      0       0      0     1s    95%   11%  :    15%    0%       8      0      0       0      0       0      0
 10%   4514      0      0    4547   90558  13292    7109     11       0      0       0      0    21     97%    0%  -     7%    0%      33      0      0       0      0       0      0
 CPU    NFS   CIFS   HTTP   Total     Net   kB/s     HDD   kB/s     SSD   kB/s    Tape   kB/s  Cache  Cache    CP  CP   HDD   SSD   OTHER    FCP  iSCSI     FCP   kB/s   iSCSI   kB/s
                                       in    out    read  write    read  write    read  write    age    hit  time  ty  util  util                            in    out      in    out
 14%   3151      0      0    3270   34657  26113  154461 106154       0      0       0      0    21     97%   89%  Tf   31%    0%     119      0      0       0      0       0      0
