
*------------- perfstat v8.3 (20150514_2838689) -------------*
 
BACKUPLOG,           DEFAULT,             "false"
CLUSTER-IP,          SET,                 "10.25.130.55"
CLUSTER-NAME,        SET
DATA-DIR,            DEFAULT,             "perfstat_20160906_170000"
FILERLOGINUSER,      DEFAULT,             "root"
HOST-OS-VERSION,     SET,                 "Windows_NT"
HOST_APP_ARGS,       DEFAULT,             "none"
HOST_APP_NAME,       DEFAULT,             "none"
ITERATIONS,          SET,                 "48"
MESSAGE-LEVEL,       SET,                 "verbose"
MODE,                SET,                 "10-mode"
OUTPUT-FILE,         DEFAULT,             "perfstat_20160906_170000.zip"
PRESET-FILE,         SET,                 "\Users\Administrator\Downloads\perfstat.preset"
SKTRACE_POINTS,      DEFAULT,             "SK 7, WAFL 4"
SSHFLAG,             SET,                 "true"
SSHKNOWNHOSTS-FILEPATH,DEFAULT
STUTTER-STATIT,      DEFAULT,             "half"
TIME,                SET,                 "15"
COMMAND_LINE,        SET,                 "--verbose -t 15 -i 48,900 10.25.130.55 -m cluster -s --include=COMMAND=df -x -m --include=COMMAND=df -A -m --include=COMMAND=sysstat -x -d -c <time> -s 5 --sshprivatekey-file=perfstat_sshkey\perfstat_privkey --preset-file=\Users\Administrator\Downloads\perfstat.preset "
CONFIG-ALL,          DEFAULT,             "false"
HOST-IP,             SET,                 "10.25.139.91"
HOST-NAME,           SET,                 "WIN-MQSSBCTD35L"
INCLUDE,             SET,                 "COMMAND=df -x -m;COMMAND=df -A -m;COMMAND=sysstat -x -d -c <time> -s 5"
ITER-INTERVAL,       SET,                 "900"
NODES,               SET,                 "10.25.130.53, 10.25.130.54, "
SAMPLE-INTERVAL,     DEFAULT,             "60"
SAMPLES,             DEFAULT,             "14"
SSHPRIVATEKEY-PATH,  SET,                 "perfstat_sshkey\perfstat_privkey"
START-TIME,          DEFAULT,             "Tue Sep 06 21:00:00 GMT 2016"
TIME,                DEFAULT,             "2"

NODE-IP,             10.25.130.54
NODE-NAME,           NETAPP-02
ONTAP VERSION,       8.2.1
MODEL,               FAS8060
HEALTH,              TRUE
UPTIME,              352 DAYS 12:25
SYSTEM ID,           0536976275
SERIAL NUMBER,       721530000621
NUMBER OF PROCESSORS,16


=-=-=-=-=-= BEGIN Iteration 1  =-=-=-=-=-= Tue Sep  6 17:01:34 EDT 2016

=-=-=-=-=-= PERF 10.25.130.54 PRESTATS =-=-=-=-=-= date

PERFSTAT_EPOCH: 1473195678 [Tue Sep 06 21:01:18 GMT 2016]



Tue Sep  6 17:01:35 EDT 2016


--- EXE-TIME of : date : 0 seconds
=-=-=-=-=-= BEGIN PRESTATS  =-=-=-=-=-= 10.25.130.54

=-=-=-=-=-= CONFIG 10.25.130.54 PRESTATS =-=-=-=-=-= df -x -m

PERFSTAT_EPOCH: 1473195679 [Tue Sep 06 21:01:19 GMT 2016]



Filesystem               total       used      avail capacity  Mounted on
/vol/vol0/            316160MB    22666MB   293493MB       7%  /vol/vol0/
/vol/vs1_cumulus_clus3/  9159884MB  6136584MB  3023300MB      67%  /vol/vs1_cumulus_clus3/
/vol/vs1_Infrastructure_root_ls2/       19MB        0MB       18MB       1%  /vol/vs1_Infrastructure_root_ls2/
/vol/vs1_xenoscope/  1842872MB   868144MB   974727MB      47%  /vol/vs1_xenoscope/
/vol/vs1_ftlvmw1/     996147MB   930378MB    65768MB      93%  /vol/vs1_ftlvmw1/
/vol/vs1_cumulus_clus5/  6606028MB  4781953MB  1824075MB      72%  /vol/vs1_cumulus_clus5/
/vol/vs1_cumulus_clus1/  6606028MB  5247765MB  1358263MB      79%  /vol/vs1_cumulus_clus1/
/vol/vs1_fusion_vol/   716800MB   439313MB   277486MB      61%  /vol/vs1_fusion_vol/
/vol/vs1_websrvc/    1459200MB      526MB  1458673MB       0%  /vol/vs1_websrvc/
/vol/vs1_labvdi2/    1045954MB   958526MB    87428MB      92%  /vol/vs1_labvdi2/
/vol/vs1_labpool7/    486400MB    23447MB   462952MB       5%  /vol/vs1_labpool7/
/vol/vs1_reflab3/     996147MB   665153MB   330994MB      67%  /vol/vs1_reflab3/


--- EXE-TIME of : df -x -m : 0 seconds

=-=-=-=-=-= CONFIG 10.25.130.54 PRESTATS =-=-=-=-=-= df -A -m

PERFSTAT_EPOCH: 1473195679 [Tue Sep 06 21:01:19 GMT 2016]



Aggregate                total       used      avail capacity  
n2_aggr0              376181MB   334807MB    41373MB      89%  
n2_aggr0/.snapshot         0MB        0MB        0MB       0%  
n2_aggr1            29718342MB 22576945MB  7141396MB      76%  
n2_aggr1/.snapshot         0MB        0MB        0MB       0%  


--- EXE-TIME of : df -A -m : 1 seconds

=-=-=-=-=-= END PRESTATS  =-=-=-=-=-= 10.25.130.54

=-=-=-=-=-= PERF 10.25.130.54 POSTSTATS =-=-=-=-=-= sysstat_x_5sec
PERFSTAT_EPOCH: 1473195698 [Tue Sep 06 21:01:38 GMT 2016]
node run -node local -command "priv set -q diag;sysstat -x -d -c 880 -s 5"
 CPU    NFS   CIFS   HTTP   Total     Net   kB/s     HDD   kB/s     SSD   kB/s    Tape   kB/s  Cache  Cache    CP  CP   HDD   SSD   OTHER    FCP  iSCSI     FCP   kB/s   iSCSI   kB/s
 22%   5733      0      0    5766   66798  68630  113868  88283       0      0       0      0     1s    93%  100%  Zf   40%    0%      33      0      0       0      0       0      0
 15%   7075      0      0    7118   81568  93069   71444  88667       0      0       0      0    17     98%   71%  :    27%    0%      43      0      0       0      0       0      0
  9%   4412      0      0    4580   22262  32244    8442     11       0      0       0      0    17     99%    0%  -    10%    0%     168      0      0       0      0       0      0
 24%   9627      0      0    9658   62874  68323   84889  32486       0      0       0      0    15     97%   28%  Tf   26%    0%      31      0      0       0      0       0      0
 26%   9993      0      0   10269  113269  92669  114755  98357       0      0       0      0    14     98%  100%  :f   41%    0%     276      0      0       0      0       0      0
 18%   6932      0      0    6935   44872  34907  122919 122188       0      0       0      0    14     98%  100%  Zf   30%    0%       3      0      0       0      0       0      0
 14%   5490      0      0    5523   30422  33928  142536 135628       0      0       0      0    14     97%  100%  :f   31%    0%      33      0      0       0      0       0      0
 21%   6729      0      0    6732   55097  59268  138666 150215       0      0       0      0    14    100%   95%  Zf   30%    0%       3      0      0       0      0       0      0
 15%   4432      0      0    4435   18153  29390   85646  65529       0      0       0      0    14    100%   87%  Zf   24%    0%       3      0      0       0      0       0      0
 27%   3893      0      0    3964   16811  28671   24741  23618       0      0       0      0    17s   100%   27%  Z    13%    0%      71      0      0       0      0       0      0
 11%   4962      0      0    5144   25774  47760   11346     11       0      0       0      0     8s    98%    0%  -    11%    0%     182      0      0       0      0       0      0
 15%   4254      0      0    4258   42839  45372  101202  61424       0      0       0      0    15     99%   61%  Tf   26%    0%       4      0      0       0      0       0      0
  8%   3997      0      0    4030   18918  29754    5129  27978       0      0       0      0     3s    99%   38%  :    10%    0%      33      0      0       0      0       0      0
  8%   3830      0      0    3872   12741  27023    4645     11       0      0       0      0     7     99%    0%  -     7%    0%      42      0      0       0      0       0      0
 CPU    NFS   CIFS   HTTP   Total     Net   kB/s     HDD   kB/s     SSD   kB/s    Tape   kB/s  Cache  Cache    CP  CP   HDD   SSD   OTHER    FCP  iSCSI     FCP   kB/s   iSCSI   kB/s
                                       in    out    read  write    read  write    read  write    age    hit  time  ty  util  util                            in    out      in    out
 17%   5237      0      0    5241   25148  32860  102895  64438       0      0       0      0     0s    99%   61%  Tf   32%    0%       4      0      0       0      0       0      0
 17%   8973      0      0    9022   63535  66881   10949  23476       0      0       0      0    15     96%   34%  :    15%    0%      49      0      0       0      0       0      0
  8%   4130      0      0    4243   15714  24492    5552     11       0      0       0      0    15     99%    0%  -     8%    0%     113      0      0       0      0       0      0
 15%   5954      0      0    5956   17849  32293  110259  65223       0      0       0      0    15     99%   66%  Tf   20%    0%       2      0      0       0      0       0      0
 22%   6414      0      0    6462   35810  48040   59199  74331       0      0       0      0     4s    99%   85%  :    36%    0%      48      0      0       0      0       0      0
 10%   7464      0      0    7484   21530  27970    3655     11       0      0       0      0     4s    99%    0%  -     6%    0%      20      0      0       0      0       0      0
 13%   8074      0      0    8076   13924  18563   44748  14294       0      0       0      0    14     99%   15%  Tf   10%    0%       2      0      0       0      0       0      0
 22%   5478      0      0    5509   64760  34711   89718 113825       0      0       0      0     8    100%  100%  :v   24%    0%      31      0      0       0      0       0      0
 21%   7342      0      0    7376   28704  25421   10452     22       0      0       0      0     8    100%    1%  :    16%    0%      34      0      0       0      0       0      0
 17%   5233      0      0    5235   28514  16915   11403     11       0      0       0      0    12    100%    0%  -    14%    0%       2      0      0       0      0       0      0
 16%   4426      0      0    4479   55705  19148  143593 102174       0      0       0      0     0s    99%   98%  Tf   25%    0%      53      0      0       0      0       0      0
 16%   5227      0      0    5265  104849  28790  111314 100186       0      0       0      0     8     98%  100%  :f   27%    0%      38      0      0       0      0       0      0
 12%   4281      0      0    4284   33889  34747   12750  39078       0      0       0      0    12     99%   45%  :    11%    0%       3      0      0       0      0       0      0
 11%   3886      0      0    3936   14618  17261    6123      6       0      0       0      0    12    100%    0%  -     7%    0%      50      0      0       0      0       0      0
 19%   6884      0      0    7162   20119  29083  129031  82354       0      0       0      0    12     99%   55%  Tf   30%    0%     278      0      0       0      0       0      0
 13%   4440      0      0    4441   38012  45368  162082 163443       0      0       0      0    12     99%  100%  :f   31%    0%       1      0      0       0      0       0      0
 12%   3721      0      0    3771   25536  40589    4922  29766       0      0       0      0    12     99%   14%  :    10%    0%      50      0      0       0      0       0      0
 12%   6781      0      0    7176   25961  41752    3153     11       0      0       0      0    12     99%    0%  -     7%    0%     395      0      0       0      0       0      0
 17%   3954      0      0    3975   31047  41178  109579 104823       0      0       0      0    12     99%   62%  T    24%    0%      21      0      0       0      0       0      0
 11%   3780      0      0    3812   18216  27477    2296      6       0      0       0      0    12     99%    0%  -     5%    0%      32      0      0       0      0       0      0
 CPU    NFS   CIFS   HTTP   Total     Net   kB/s     HDD   kB/s     SSD   kB/s    Tape   kB/s  Cache  Cache    CP  CP   HDD   SSD   OTHER    FCP  iSCSI     FCP   kB/s   iSCSI   kB/s
                                       in    out    read  write    read  write    read  write    age    hit  time  ty  util  util                            in    out      in    out
 13%   4333      0      0    4370   27213  39349   84566  35634       0      0       0      0    29s    99%   22%  Tf   16%    0%      37      0      0       0      0       0      0
  9%   5069      0      0    5071   26192  70293    9568  40432       0      0       0      0    29s    99%   53%  :    12%    0%       2      0      0       0      0       0      0
 11%   3908      0      0    3999   21305  34498    2929      6       0      0       0      0    11s    99%    0%  -     8%    0%      91      0      0       0      0       0      0
 12%   3570      0      0    3611   14012  35080   88428  41486       0      0       0      0     5s    99%   47%  Tf   18%    0%      41      0      0       0      0       0      0
 11%   4029      0      0    4033   18013  44344    8749  40527       0      0       0      0     5s    99%   48%  :    11%    0%       4      0      0       0      0       0      0
  9%   4453      0      0    4499   23013  36225    3435      6       0      0       0      0     5s    99%    0%  -     7%    0%      46      0      0       0      0       0      0
 17%   6714      0      0    6991   21583  36031  106643  62546       0      0       0      0    13     99%   51%  Tf   20%    0%     277      0      0       0      0       0      0
  9%   5802      0      0    5804   14738  39955    3858  31595       0      0       0      0    13     99%   45%  :    10%    0%       2      0      0       0      0       0      0
  9%   5353      0      0    5384   18659  34238    8195      6       0      0       0      0    14     99%    0%  -     9%    0%      31      0      0       0      0       0      0
 20%   7052      0      0    7066   40172  29795  114165  60985       0      0       0      0     2s    99%   54%  Tf   26%    0%      14      0      0       0      0       0      0
 10%   5149      0      0    5170   44771  32352   10505  42015       0      0       0      0    14     99%   50%  :    14%    0%      21      0      0       0      0       0      0
 17%   9517      0      0    9548  165184  32196    3960      6       0      0       0      0    14     98%    0%  -     7%    0%      31      0      0       0      0       0      0
 21%   7844      0      0    7846   68746  48073  128258  86889       0      0       0      0    14     96%   50%  Tf   31%    0%       2      0      0       0      0       0      0
 15%   6471      0      0    6526   63021  74090  140210 120770       0      0       0      0     0s    83%  100%  :f   34%    0%      55      0      0       0      0       0      0
 22%  11065      0      0   11134  118059  75341  135696 125074       0      0       0      0    14     83%  100%  :f   37%    0%      69      0      0       0      0       0      0
 19%   8652      0      0    8691   99135  81856   37919  60564       0      0       0      0    10     87%   32%  :    23%    0%      39      0      0       0      0       0      0
 36%   9047      0      0    9051  197487  81939  304017 251319       0      0       0      0     9     92%   78%  Ff   59%    0%       4      0      0       0      0       0      0
 17%   6134      0      0    6167   67395  78524  183586 192614       0      0       0      0     9     83%  100%  :f   45%    0%      33      0      0       0      0       0      0
 16%   9759      0      0    9873   80044  78901    9970  14441       0      0       0      0    10     90%    7%  :    17%    0%     114      0      0       0      0       0      0
 15%   6759      0      0    6762   56402  68740   10086     11       0      0       0      0    10     95%    0%  -    12%    0%       3      0      0       0      0       0      0
 CPU    NFS   CIFS   HTTP   Total     Net   kB/s     HDD   kB/s     SSD   kB/s    Tape   kB/s  Cache  Cache    CP  CP   HDD   SSD   OTHER    FCP  iSCSI     FCP   kB/s   iSCSI   kB/s
                                       in    out    read  write    read  write    read  write    age    hit  time  ty  util  util                            in    out      in    out
