
*------------- perfstat v8.3 (20150514_2838689) -------------*
 
BACKUPLOG,           DEFAULT,             "false"
CLUSTER-IP,          SET,                 "10.25.130.55"
CLUSTER-NAME,        SET
DATA-DIR,            DEFAULT,             "perfstat_20160901_170000"
FILERLOGINUSER,      DEFAULT,             "root"
HOST-OS-VERSION,     SET,                 "Windows_NT"
HOST_APP_ARGS,       DEFAULT,             "none"
HOST_APP_NAME,       DEFAULT,             "none"
ITERATIONS,          SET,                 "48"
MESSAGE-LEVEL,       SET,                 "verbose"
MODE,                SET,                 "10-mode"
OUTPUT-FILE,         DEFAULT,             "perfstat_20160901_170000.zip"
PRESET-FILE,         SET,                 "\Users\Administrator\Downloads\perfstat.preset"
SKTRACE_POINTS,      DEFAULT,             "SK 7, WAFL 4"
SSHFLAG,             SET,                 "true"
SSHKNOWNHOSTS-FILEPATH,DEFAULT
STUTTER-STATIT,      DEFAULT,             "half"
TIME,                SET,                 "15"
COMMAND_LINE,        SET,                 "--verbose -t 15 -i 48,900 10.25.130.55 -m cluster -s --include=COMMAND=df -x -m --include=COMMAND=df -A -m --include=COMMAND=sysstat -x -d -c <time> -s 5 --sshprivatekey-file=perfstat_sshkey\perfstat_privkey --preset-file=\Users\Administrator\Downloads\perfstat.preset "
CONFIG-ALL,          DEFAULT,             "false"
HOST-IP,             SET,                 "10.25.139.91"
HOST-NAME,           SET,                 "WIN-MQSSBCTD35L"
INCLUDE,             SET,                 "COMMAND=df -x -m;COMMAND=df -A -m;COMMAND=sysstat -x -d -c <time> -s 5"
ITER-INTERVAL,       SET,                 "900"
NODES,               SET,                 "10.25.130.53, 10.25.130.54, "
SAMPLE-INTERVAL,     DEFAULT,             "60"
SAMPLES,             DEFAULT,             "14"
SSHPRIVATEKEY-PATH,  SET,                 "perfstat_sshkey\perfstat_privkey"
START-TIME,          DEFAULT,             "Thu Sep 01 21:00:00 GMT 2016"
TIME,                DEFAULT,             "2"

NODE-IP,             10.25.130.54
NODE-NAME,           NETAPP-02
ONTAP VERSION,       8.2.1
MODEL,               FAS8060
HEALTH,              TRUE
UPTIME,              347 DAYS 12:25
SYSTEM ID,           0536976275
SERIAL NUMBER,       721530000621
NUMBER OF PROCESSORS,16


=-=-=-=-=-= BEGIN Iteration 1  =-=-=-=-=-= Thu Sep  1 17:01:22 EDT 2016

=-=-=-=-=-= PERF 10.25.130.54 PRESTATS =-=-=-=-=-= date

PERFSTAT_EPOCH: 1472763677 [Thu Sep 01 21:01:17 GMT 2016]



Thu Sep  1 17:01:23 EDT 2016


--- EXE-TIME of : date : 1 seconds
=-=-=-=-=-= BEGIN PRESTATS  =-=-=-=-=-= 10.25.130.54

=-=-=-=-=-= CONFIG 10.25.130.54 PRESTATS =-=-=-=-=-= df -x -m

PERFSTAT_EPOCH: 1472763679 [Thu Sep 01 21:01:19 GMT 2016]



Filesystem               total       used      avail capacity  Mounted on
/vol/vol0/            316160MB    22570MB   293589MB       7%  /vol/vol0/
/vol/vs1_cumulus_clus3/  9159884MB  6550801MB  2609083MB      72%  /vol/vs1_cumulus_clus3/
/vol/vs1_Infrastructure_root_ls2/       19MB        0MB       18MB       1%  /vol/vs1_Infrastructure_root_ls2/
/vol/vs1_xenoscope/  1842872MB  1070478MB   772393MB      58%  /vol/vs1_xenoscope/
/vol/vs1_ftlvmw1/     996147MB   820922MB   175224MB      82%  /vol/vs1_ftlvmw1/
/vol/vs1_cumulus_clus5/  6606028MB  4771789MB  1834239MB      72%  /vol/vs1_cumulus_clus5/
/vol/vs1_cumulus_clus1/  6606028MB  5323921MB  1282106MB      81%  /vol/vs1_cumulus_clus1/
/vol/vs1_fusion_vol/   716800MB   439313MB   277486MB      61%  /vol/vs1_fusion_vol/
/vol/vs1_websrvc/    1459200MB      526MB  1458673MB       0%  /vol/vs1_websrvc/
/vol/vs1_labvdi2/    1045954MB   958651MB    87302MB      92%  /vol/vs1_labvdi2/
/vol/vs1_labpool7/    486400MB    23447MB   462952MB       5%  /vol/vs1_labpool7/
/vol/vs1_reflab3/     996147MB   665153MB   330994MB      67%  /vol/vs1_reflab3/


--- EXE-TIME of : df -x -m : 1 seconds

=-=-=-=-=-= CONFIG 10.25.130.54 PRESTATS =-=-=-=-=-= df -A -m

PERFSTAT_EPOCH: 1472763680 [Thu Sep 01 21:01:20 GMT 2016]



Aggregate                total       used      avail capacity  
n2_aggr0              376181MB   334807MB    41373MB      89%  
n2_aggr0/.snapshot         0MB        0MB        0MB       0%  
n2_aggr1            29718342MB 23328950MB  6389391MB      79%  
n2_aggr1/.snapshot         0MB        0MB        0MB       0%  


--- EXE-TIME of : df -A -m : 1 seconds

=-=-=-=-=-= END PRESTATS  =-=-=-=-=-= 10.25.130.54

=-=-=-=-=-= PERF 10.25.130.54 POSTSTATS =-=-=-=-=-= sysstat_x_1sec
PERFSTAT_EPOCH: 1472763699 [Thu Sep 01 21:01:39 GMT 2016]
node run -node local -command "priv set -q diag;sysstat -x -d -c 880 -s 5"
 CPU    NFS   CIFS   HTTP   Total     Net   kB/s     HDD   kB/s     SSD   kB/s    Tape   kB/s  Cache  Cache    CP  CP   HDD   SSD   OTHER    FCP  iSCSI     FCP   kB/s   iSCSI   kB/s
 13%   6971      0      0    6975   80427  77940   15458      6       0      0       0      0    15     82%    0%  -    14%    0%       4      0      0       0      0       0      0
 20%   7394      0      0    7597   73280  82344  150859  95544       0      0       0      0    15     87%   49%  Tf   29%    0%     203      0      0       0      0       0      0
 CPU    NFS   CIFS   HTTP   Total     Net   kB/s     HDD   kB/s     SSD   kB/s    Tape   kB/s  Cache  Cache    CP  CP   HDD   SSD   OTHER    FCP  iSCSI     FCP   kB/s   iSCSI   kB/s
                                       in    out    read  write    read  write    read  write    age    hit  time  ty  util  util                            in    out      in    out
 27%   6695      0      0    6770   74694  61029  251962 268761       0      0       0      0    15     97%   50%  Z    48%    0%      75      0      0       0      0       0      0
 18%   8517      0      0    8519   78617  74397   18233      6       0      0       0      0    15     98%    0%  -    22%    0%       2      0      0       0      0       0      0
 29%   8929      0      0    9110   60791  74173  103652  48348       0      0       0      0    15     98%   50%  Tf   33%    0%     181      0      0       0      0       0      0
 25%   8217      0      0    8275   85970 105026  135956  98176       0      0       0      0     1s    98%  100%  :f   47%    0%      58      0      0       0      0       0      0
 17%   8199      0      0    8203   82764  99379   79880  75916       0      0       0      0    15     97%   74%  :    29%    0%       4      0      0       0      0       0      0
 24%  11118      0      0   11150   81251  92548   35751     11       0      0       0      0    15     97%    0%  -    28%    0%      32      0      0       0      0       0      0
 23%   5185      0      0    5190   26941  48255  122892  54057       0      0       0      0    15     97%   26%  Tn   37%    0%       5      0      0       0      0       0      0
 19%   4905      0      0    4909   25266  43080  194027 159389       0      0       0      0    15     97%  100%  :f   52%    0%       4      0      0       0      0       0      0
 16%   5572      0      0    5603   33813  50846  182772 172517       0      0       0      0    15     94%  100%  :f   40%    0%      31      0      0       0      0       0      0
 26%   8607      0      0    8609   21609  44425  166656 148561       0      0       0      0    15     97%   79%  Z    53%    0%       2      0      0       0      0       0      0
 16%   7296      0      0    7299   29151  48162   29751      6       0      0       0      0    15     98%    0%  -    23%    0%       3      0      0       0      0       0      0
 20%   4868      0      0    4899   23479  46437   97096  27938       0      0       0      0    19s    99%   43%  Zf   41%    0%      31      0      0       0      0       0      0
 17%   9249      0      0    9253   33566  49808  101909  96420       0      0       0      0    14s    97%  100%  Zf   31%    0%       4      0      0       0      0       0      0
 16%   6180      0      0    6183   27072  63763   61768  53185       0      0       0      0    14s    95%   41%  Z    37%    0%       3      0      0       0      0       0      0
 11%   6961      0      0    7145   24404  53745   32162     11       0      0       0      0     8s    98%    0%  -    21%    0%     184      0      0       0      0       0      0
 20%   5757      0      0    5760   41818  48936  113540  50105       0      0       0      0    16     98%   58%  Tf   39%    0%       3      0      0       0      0       0      0
 17%  10104      0      0   10107   50309  60154   39298  38275       0      0       0      0    16     98%   40%  :    32%    0%       3      0      0       0      0       0      0
 20%  11630      0      0   11662   53371  56952   46574     13       0      0       0      0    14     97%    1%  Zn   28%    0%      32      0      0       0      0       0      0
 27%   7230      0      0    7233   26420  46839  156781  98239       0      0       0      0     0s    98%  100%  :f   49%    0%       3      0      0       0      0       0      0
 13%   6132      0      0    6135   24457  64043   85955  83071       0      0       0      0     0s    94%  100%  :v   34%    0%       3      0      0       0      0       0      0
 CPU    NFS   CIFS   HTTP   Total     Net   kB/s     HDD   kB/s     SSD   kB/s    Tape   kB/s  Cache  Cache    CP  CP   HDD   SSD   OTHER    FCP  iSCSI     FCP   kB/s   iSCSI   kB/s
                                       in    out    read  write    read  write    read  write    age    hit  time  ty  util  util                            in    out      in    out
 21%   5512      0      0    5543   37233  46385  195316 139830       0      0       0      0     1s    97%  100%  Zf   46%    0%      31      0      0       0      0       0      0
 21%   8550      0      0    8552   97140  80952   57426  45186       0      0       0      0    15     88%   33%  Z    35%    0%       2      0      0       0      0       0      0
 29%  12047      0      0   12089  161145 134324   45301      6       0      0       0      0    14     83%    0%  -    38%    0%      42      0      0       0      0       0      0
 39%  11747      0      0   11778  118772 120767  214377 137374       0      0       0      0    14     91%   80%  Zf   68%    0%      31      0      0       0      0       0      0
 36%  13602      0      0   13606  177172 154270  243282 172837       0      0       0      0    13     83%  100%  :f   66%    0%       4      0      0       0      0       0      0
 39%  12681      0      0   12847  178058 158995  232289 187301       0      0       0      0    11     88%   92%  Ff   67%    0%     166      0      0       0      0       0      0
 35%  12790      0      0   12973  179594 163999  332574 287240       0      0       0      0     0s    86%  100%  :f   71%    0%     183      0      0       0      0       0      0
 39%  12805      0      0   12809  177323 172213  244064 192539       0      0       0      0    12     94%   77%  Ff   70%    0%       4      0      0       0      0       0      0
 35%  13509      0      0   13526  176241 162820  284952 243304       0      0       0      0    11     90%  100%  :f   65%    0%      17      0      0       0      0       0      0
 45%  16406      0      0   16438  188017 181411  247018 201678       0      0       0      0    11     91%   69%  Ff   67%    0%      32      0      0       0      0       0      0
 36%  14418      0      0   14423  172753 173723  293124 232088       0      0       0      0    11     85%  100%  :f   70%    0%       5      0      0       0      0       0      0
 37%  12786      0      0   12788  157158 158007  233026 189065       0      0       0      0    11     92%   73%  Ff   62%    0%       2      0      0       0      0       0      0
 30%  13961      0      0   13992  138676 150246  225388 184527       0      0       0      0     8     90%  100%  :f   56%    0%      31      0      0       0      0       0      0
 30%  11328      0      0   11331  127735 121636  237866 220201       0      0       0      0     8     94%  100%  Zn   62%    0%       3      0      0       0      0       0      0
 32%  14334      0      0   14372  126931 139621  232808 180789       0      0       0      0     8     98%  100%  :f   55%    0%      38      0      0       0      0       0      0
 33%  12208      0      0   12389  147565 145549  227601 178529       0      0       0      0     0s    98%   70%  Zn   55%    0%     181      0      0       0      0       0      0
 29%  12019      0      0   12214  142065 134647  207233 165272       0      0       0      0     8     97%  100%  :f   51%    0%     195      0      0       0      0       0      0
 34%  14128      0      0   14130  121852 111143  201510 178890       0      0       0      0     0s    97%   93%  Zf   55%    0%       2      0      0       0      0       0      0
 24%   9249      0      0    9403   55659  66913  227686 188722       0      0       0      0     0s    93%  100%  :f   45%    0%     154      0      0       0      0       0      0
 22%   7646      0      0    7679   37732  36002  193715 211574       0      0       0      0     0s    97%   96%  Zs   42%    0%      33      0      0       0      0       0      0
 CPU    NFS   CIFS   HTTP   Total     Net   kB/s     HDD   kB/s     SSD   kB/s    Tape   kB/s  Cache  Cache    CP  CP   HDD   SSD   OTHER    FCP  iSCSI     FCP   kB/s   iSCSI   kB/s
                                       in    out    read  write    read  write    read  write    age    hit  time  ty  util  util                            in    out      in    out
 23%   5611      0      0    5647   34577  38802   67745  40138       0      0       0      0     0s    98%   51%  Z    39%    0%      36      0      0       0      0       0      0
 19%   6402      0      0    6826   63986  51323   25510     10       0      0       0      0     0s    98%    0%  -    33%    0%     424      0      0       0      0       0      0
 25%   8801      0      0    8834   91831  47726  112162  54434       0      0       0      0     3s    98%   40%  Tf   42%    0%      33      0      0       0      0       0      0
 21%   8296      0      0    8317   77661  82242  110552  86482       0      0       0      0     6     85%  100%  :f   34%    0%      21      0      0       0      0       0      0
 21%   7709      0      0    7711   90168  89713   33589  39239       0      0       0      0     9     88%   38%  :    30%    0%       2      0      0       0      0       0      0
 23%   6938      0      0    7006   92760  87865   27226     11       0      0       0      0     9     92%    0%  -    34%    0%      68      0      0       0      0       0      0
 31%   6646      0      0    6649   82990  78410  174956 107441       0      0       0      0     9     95%   62%  Tf   58%    0%       3      0      0       0      0       0      0
 18%   7543      0      0    7545   55836  86294  145291 124932       0      0       0      0     0s    86%  100%  :f   37%    0%       2      0      0       0      0       0      0
 21%   9339      0      0    9391   75949  81774  169123 148153       0      0       0      0     4s    95%  100%  :f   47%    0%      52      0      0       0      0       0      0
 19%   8185      0      0    8187   99136 111419   48889  14177       0      0       0      0     9     98%   15%  :    33%    0%       2      0      0       0      0       0      0
 20%   7544      0      0    7697   69133 105279   50529      6       0      0       0      0     9     98%    0%  -    45%    0%     153      0      0       0      0       0      0
 31%   7033      0      0    7120   88741  78050  264173 209600       0      0       0      0     9     98%   92%  Ff   63%    0%      87      0      0       0      0       0      0
 20%   7010      0      0    7210   68689  88512  212904 185645       0      0       0      0     9     97%  100%  :f   42%    0%     200      0      0       0      0       0      0
 15%   4960      0      0    4963   22610  43522   63821  66444       0      0       0      0     9     97%   34%  :    52%    0%       3      0      0       0      0       0      0
 15%   4349      0      0    4383   30174  30344   29646     11       0      0       0      0     3s    99%    0%  -    67%    0%      34      0      0       0      0       0      0
 26%   5018      0      0    5040   15678  24921  177406 122941       0      0       0      0     1s    99%   65%  Tf   60%    0%      22      0      0       0      0       0      0
 18%   8069      0      0    8072   17264  36375  129872 144645       0      0       0      0     1s    97%   74%  :    41%    0%       3      0      0       0      0       0      0
 11%   5271      0      0    5340   32871  35821   12416     11       0      0       0      0     1s    96%    0%  -    20%    0%      69      0      0       0      0       0      0
 19%   6831      0      0    6833   38819  47204   92464  35227       0      0       0      0     7s    95%   26%  Tf   34%    0%       2      0      0       0      0       0      0
 21%  10461      0      0   10464   70759  78689   75978  92946       0      0       0      0    10     88%   57%  :    30%    0%       3      0      0       0      0       0      0
 CPU    NFS   CIFS   HTTP   Total     Net   kB/s     HDD   kB/s     SSD   kB/s    Tape   kB/s  Cache  Cache    CP  CP   HDD   SSD   OTHER    FCP  iSCSI     FCP   kB/s   iSCSI   kB/s
                                       in    out    read  write    read  write    read  write    age    hit  time  ty  util  util                            in    out      in    out
 19%   9416      0      0    9467  115484  76128   14714     11       0      0       0      0     9     89%    0%  -    16%    0%      51      0      0       0      0       0      0
 23%   7558      0      0    7580   65615  66109  115514  67684       0      0       0      0     9     92%   42%  Tf   31%    0%      22      0      0       0      0       0      0
 23%  10912      0      0   11064   97352  89593  126366 104196       0      0       0      0     5     85%  100%  :f   32%    0%     152      0      0       0      0       0      0
 22%  12871      0      0   12904   77899  72884  111009 105256       0      0       0      0     9     89%  100%  :f   29%    0%      33      0      0       0      0       0      0
 28%  13551      0      0   13553   83395 107086   34945  16124       0      0       0      0     0s    98%   19%  :    49%    0%       2      0      0       0      0       0      0
 25%   9432      0      0    9486  104597  93506   91242  39642       0      0       0      0     8     98%    9%  Fn   36%    0%      54      0      0       0      0       0      0
 35%   9054      0      0    9087  107597  74417  241339 197742       0      0       0      0     8     99%  100%  :f   64%    0%      33      0      0       0      0       0      0
 24%  10161      0      0   10164  104583  95392  187229 205476       0      0       0      0     8     99%   99%  :    41%    0%       3      0      0       0      0       0      0
 16%   8009      0      0    8011   93466  99779   31258      6       0      0       0      0     9     97%    0%  -    26%    0%       2      0      0       0      0       0      0
 18%   8513      0      0    8554   34278  53511   37555    143       0      0       0      0     8     98%    1%  Tn   36%    0%      41      0      0       0      0       0      0
 32%   6790      0      0    6792   46206  33822  212098 171151       0      0       0      0     1s    98%  100%  :f   63%    0%       2      0      0       0      0       0      0
 19%   7013      0      0    7015   45957  46924  212254 187018       0      0       0      0     1s    94%  100%  :f   49%    0%       2      0      0       0      0       0      0
 18%   9494      0      0    9528   49103  85432   76003  50393       0      0       0      0     1s    97%   24%  :    36%    0%      34      0      0       0      0       0      0
 24%   8157      0      0    8179  110694  53714  120991  76482       0      0       0      0     0s    98%   17%  Zn   46%    0%      22      0      0       0      0       0      0
 29%   4474      0      0    4623   53645  30633  242142 196966       0      0       0      0     0s    99%  100%  :f   66%    0%     149      0      0       0      0       0      0
 24%   7854      0      0    7886   49078  43706  218769 198418       0      0       0      0     0s    97%  100%  Zf   56%    0%      32      0      0       0      0       0      0
 40%   5526      0      0    5528   43460  38646  128080 109735       0      0       0      0    10s    99%   52%  Z    75%    0%       2      0      0       0      0       0      0
 53%   7253      0      0    7296   58064  34020   45550      6       0      0       0      0     2s    99%    0%  -    92%    0%      43      0      0       0      0       0      0
 36%   4884      0      0    4917   40341  36269  124597  55287       0      0       0      0     0s    99%   45%  Tf   79%    0%      33      0      0       0      0       0      0
 47%   4264      0      0    4266   52084  34208   90370  84037       0      0       0      0     1s    99%   82%  :    91%    0%       2      0      0       0      0       0      0
 CPU    NFS   CIFS   HTTP   Total     Net   kB/s     HDD   kB/s     SSD   kB/s    Tape   kB/s  Cache  Cache    CP  CP   HDD   SSD   OTHER    FCP  iSCSI     FCP   kB/s   iSCSI   kB/s
                                       in    out    read  write    read  write    read  write    age    hit  time  ty  util  util                            in    out      in    out
